usuario,contrasena,name,correo,genero,totalCreditos
esimpoleoc,hC9636o.zB/AL</,Emilee Simpole,esimpoleoc@edu.com,Femenino,137
"rpammentod,""uT710&,anwR_Do"",Ram Pamment,rpammentod@edu.com,Femenino,18"
ntreskeoe,iR070Eg)V@wk>#dz,Noble Treske,ntreskeoe@edu.com,Femenino,120
bkinetonof,fU581.3exMTh|~VU,Berna Kineton,bkinetonof@edu.com,Masculino,107
"mcornelisseog,""uV226""""o3Y<B5"",Marlie Cornelisse,mcornelisseog@edu.com,Femenino,128"
balneroh,sN551&De_+q,Birgitta Alner,balneroh@edu.com,Masculino,127
"mcooksonoi,""aJ532,,Y~"",Monte Cookson,mcooksonoi@edu.com,Femenino,28"
sselburnoj,zM334hT`gn\M,Skip Selburn,sselburnoj@edu.com,Femenino,94
"gsemeredok,""pI158N?,lB|4YQy#"",Gizela Semered,gsemeredok@edu.com,Masculino,79"
"bupcraftol,""hE614,E73G!Rwp"",Bev Upcraft,bupcraftol@edu.com,Masculino,117"
lmuckartom,wD397GxboL\43d,Laughton Muckart,lmuckartom@edu.com,Masculino,40
cscallanon,wU463s8A8jA3'=<b,Conway Scallan,cscallanon@edu.com,Femenino,23
tsyvretoo,zB867*Alp,Tyson Syvret,tsyvretoo@edu.com,Masculino,63
lmordueop,nP752vwi4r,Laura Mordue,lmordueop@edu.com,Femenino,112
ymcguinessoq,eZ596o7+xWtgFI`9,Yasmin McGuiness,ymcguinessoq@edu.com,Masculino,138
lbeddoesor,rL289MP_fQtetU,Leeanne Beddoes,lbeddoesor@edu.com,Masculino,36
cpeytoos,oI114w2J))yb4)1!,Cal Peyto,cpeytoos@edu.com,Masculino,125
"acaveillot,""wF392Vz,7%"",Adolpho Caveill,acaveillot@edu.com,Masculino,10"
apettigreeou,dP838C_>ir7I!,Andie Pettigree,apettigreeou@edu.com,Femenino,96
bthunderchiefov,dE895&jZ\,Boote Thunderchief,bthunderchiefov@edu.com,Femenino,108
bsantryow,hX254|U~J,Bartholomeo Santry,bsantryow@edu.com,Masculino,140
rlopesox,uW232|MmxH,Rip Lopes,rlopesox@edu.com,Masculino,5
ebeedonoy,dP090mBiSv},Enid Beedon,ebeedonoy@edu.com,Masculino,128
"sstoreyoz,""kO4902y+oi""""BAd"",Sky Storey,sstoreyoz@edu.com,Femenino,99"
nubankp0,wJ496(W|Ez?<51N,Neron Ubank,nubankp0@edu.com,Femenino,26
brazzellp1,xO956){VmA1&nJq,Brook Razzell,brazzellp1@edu.com,Masculino,141
iwoodwardp2,kJ552MaVe06M,Issi Woodward,iwoodwardp2@edu.com,Femenino,23
kgrovep3,uG516U5m,Kathryn Grove,kgrovep3@edu.com,Femenino,113
cjeynesp4,uL198g(<M,Cristie Jeynes,cjeynesp4@edu.com,Masculino,20
ospurdlep5,gY626BT_3T3V,Odell Spurdle,ospurdlep5@edu.com,Masculino,111
"lmcgarvap6,""tW908uf<nhc,2"",Lyndsay McGarva,lmcgarvap6@edu.com,Femenino,96"
"elegendrep7,""pF683ZX""""#s"",Englebert Legendre,elegendrep7@edu.com,Femenino,34"
mharcarsep8,oM463PKxq,Michelle Harcarse,mharcarsep8@edu.com,Femenino,47
lzecchinellip9,cK192M~A%J,Lev Zecchinelli,lzecchinellip9@edu.com,Masculino,14
dtindlepa,cK702i62_Xw,Dorry Tindle,dtindlepa@edu.com,Femenino,108
qgreggpb,iH301(%BX'Ax#sR),Querida Gregg,qgreggpb@edu.com,Femenino,25
cslightpc,xY674/!|,Codie Slight,cslightpc@edu.com,Masculino,20
ftwortpd,zD222><(T}$v,Florenza Twort,ftwortpd@edu.com,Femenino,122
"bjewesspe,""nB749YAzf',HvwjT"",Barrie Jewess,bjewesspe@edu.com,Masculino,26"
kjaimepf,sS454g!m1q4,Kippie Jaime,kjaimepf@edu.com,Masculino,109
rrontschpg,fV825CYG+ODGz,Rowan Rontsch,rrontschpg@edu.com,Masculino,104
tmoldph,tE4431e?5),Tiffy Mold,tmoldph@edu.com,Femenino,14
cgiblingpi,gO9132>HD?r=s,Christoph Gibling,cgiblingpi@edu.com,Femenino,138
efontanetpj,dZ767RbK6\r,Erda Fontanet,efontanetpj@edu.com,Masculino,74
"eseemmondspk,""xI699ZZ""""'BI&"",Emilia Seemmonds,eseemmondspk@edu.com,Masculino,119"
apettypl,mJ4866`)7V,Angus Petty,apettypl@edu.com,Masculino,22
vmalatalantpm,iG387I!8\.,Vanessa Malatalant,vmalatalantpm@edu.com,Femenino,70
fkenforthpn,oH857MVK\yOGSBPy,Frances Kenforth,fkenforthpn@edu.com,Masculino,99
ahughspo,aC6116_35_/WV,Austina Hughs,ahughspo@edu.com,Femenino,86
aeschalettepp,dA737Do26(y79B,Annmaria Eschalette,aeschalettepp@edu.com,Masculino,8
tbougheypq,wP577$#Ul89,Tessie Boughey,tbougheypq@edu.com,Masculino,81
wcalderpr,pG5021Gg,Winn Calder,wcalderpr@edu.com,Masculino,46
rwaitingps,iP074jJ<BS7,Ritchie Waiting,rwaitingps@edu.com,Femenino,116
cbrownhillpt,iQ766$wjv$_)X.T,Charlotta Brownhill,cbrownhillpt@edu.com,Masculino,7
eforsydepu,wW186?L`8k+`3,Erin Forsyde,eforsydepu@edu.com,Femenino,93
pcarcaspv,rM030O_7@k!8,Prinz Carcas,pcarcaspv@edu.com,Masculino,62
abrooksbypw,sK051t4.,Ahmed Brooksby,abrooksbypw@edu.com,Masculino,122
ccammidgepx,kJ161=4@sW~E~>,Correy Cammidge,ccammidgepx@edu.com,Femenino,3
lfrancesconipy,qX925#83gly,Lind Francesconi,lfrancesconipy@edu.com,Masculino,45
iliklypz,eM956v\5Faz,Iona Likly,iliklypz@edu.com,Masculino,132
feakenq0,pZ950/5z~rw,Faunie Eaken,feakenq0@edu.com,Masculino,130
scabraraq1,dF606do7KxQ(p,Sophi Cabrara,scabraraq1@edu.com,Femenino,60
lbascombeq2,xX910@wZb9,Leonore Bascombe,lbascombeq2@edu.com,Masculino,42
syegorkinq3,aZ781lXmMs,Salomone Yegorkin,syegorkinq3@edu.com,Masculino,25
jcortonq4,aZ493Pp2,Jacquelyn Corton,jcortonq4@edu.com,Femenino,37
vgiraldonq5,pP158&{(c>n$}Lr,Victoria Giraldon,vgiraldonq5@edu.com,Masculino,11
blaceq6,pB273LNH9(,Brande Lace,blaceq6@edu.com,Masculino,101
zsarfattiq7,aK531VcVm,Zabrina Sarfatti,zsarfattiq7@edu.com,Masculino,111
mfockesq8,cU917CSk!AN,Mar Fockes,mfockesq8@edu.com,Masculino,85
nmashamq9,cA299IE@~~$2XD86,Nettle Masham,nmashamq9@edu.com,Masculino,59
agillmorqa,eG614zXKB,Anne-marie Gillmor,agillmorqa@edu.com,Femenino,84
jrichardssonqb,aE671KDOs@,Jenelle Richardsson,jrichardssonqb@edu.com,Masculino,9
klukesqc,xX487eQYdo1,Karilynn Lukes,klukesqc@edu.com,Femenino,39
aguilderqd,wO785H{H%hf*lG,Alejandro Guilder,aguilderqd@edu.com,Masculino,141
pairtonqe,lZ074A3+lvU%@1Y6,Putnam Airton,pairtonqe@edu.com,Masculino,135
eledfordqf,oK257Y@Lt,Erika Ledford,eledfordqf@edu.com,Masculino,97
tabysqg,hM9526egsBR,Tova Abys,tabysqg@edu.com,Femenino,68
imulcockqh,rJ352=6MTcO+r3)*,Ivette Mulcock,imulcockqh@edu.com,Masculino,45
mguddqi,oU935q68|l,Morgen Gudd,mguddqi@edu.com,Masculino,77
dmatijasevicqj,xG591kwQx5IF,Dory Matijasevic,dmatijasevicqj@edu.com,Femenino,8
inuschaqk,pW399HAo?U%~X,Isa Nuscha,inuschaqk@edu.com,Femenino,48
"istiffellql,""xI719c'}|SFq4a,"",Ingar Stiffell,istiffellql@edu.com,Masculino,82"
crichardsonqm,jP839JlZj%WR`(,Cherye Richardson,crichardsonqm@edu.com,Masculino,13
lscuphamqn,uO501d9Te&,Lefty Scupham,lscuphamqn@edu.com,Femenino,133
abarkeqo,fE0927Jz*,Antin Barke,abarkeqo@edu.com,Femenino,125
"mhallihaneqp,""gM665>EmOU,P,~"",Marline Hallihane,mhallihaneqp@edu.com,Femenino,135"
bsmallridgeqq,lR469Bxf5%t)n8,Berta Smallridge,bsmallridgeqq@edu.com,Femenino,3
bsinnieqr,aN129Eb1FG9,Babs Sinnie,bsinnieqr@edu.com,Masculino,114
"scroisdallqs,""zK794,S)|a!8r5"",Sophia Croisdall,scroisdallqs@edu.com,Masculino,55"
"koheagertieqt,""bM083{UW%""""W'EGtx"",Katusha O'Heagertie,koheagertieqt@edu.com,Masculino,101"
bjackqu,qH465ZVU,Brok Jack,bjackqu@edu.com,Masculino,138
vcornewellqv,qK660(pZ|,Vita Cornewell,vcornewellqv@edu.com,Masculino,3
mchansonneqw,uL886AD2Q~By*xYS,Melisa Chansonne,mchansonneqw@edu.com,Femenino,97
jcaressqx,vB959j%tA=!$ww,Jackson Caress,jcaressqx@edu.com,Femenino,124
mvanqy,rA488FoH,Margery Van Leeuwen,mvanqy@edu.com,Femenino,36
lguisbyqz,kR380dIw,Leighton Guisby,lguisbyqz@edu.com,Masculino,54
ahulser0,nO774RCYpq&Nx,Alissa Hulse,ahulser0@edu.com,Femenino,54
bkubickir1,tK614F`J6!/JKBcU,Brenna Kubicki,bkubickir1@edu.com,Femenino,72
gcawleyr2,eS188OgXm0(7u/,Grethel Cawley,gcawleyr2@edu.com,Masculino,115
ebluesr3,kM187sJdq(,Eachelle Blues,ebluesr3@edu.com,Femenino,93
"emcgilvrayr4,""zL424b+7vC,%l~"",Earle McGilvray,emcgilvrayr4@edu.com,Masculino,121"
disacssonr5,qA056'N?eBQtY,Dore Isacsson,disacssonr5@edu.com,Masculino,8
smorstattr6,cM891v1x)KX,Sargent Morstatt,smorstattr6@edu.com,Masculino,56
kikinr7,eO880dxRd3m1b(|,Karmen Ikin,kikinr7@edu.com,Femenino,66
lcasettar8,lE428/8yN?,Lezley Casetta,lcasettar8@edu.com,Femenino,102
"rrowthr9,""zC532+""""9"",Reynold Rowth,rrowthr9@edu.com,Masculino,39"
"gmcnalleyra,""nE240e,4?%?V"",Georgina McNalley,gmcnalleyra@edu.com,Femenino,123"
ehenburyrb,fC815QL+vC0e,Eugenia Henbury,ehenburyrb@edu.com,Masculino,91
cdovydenasrc,nD386z%I1sz,Collie Dovydenas,cdovydenasrc@edu.com,Masculino,77
douslemrd,oR809PitXhVT/eN,Dela Ouslem,douslemrd@edu.com,Masculino,13
mbuswellre,tR716j.\,Monti Buswell,mbuswellre@edu.com,Femenino,118
nkaasmanrf,gY273ZtUJ,Nollie Kaasman,nkaasmanrf@edu.com,Femenino,141
lewartrg,cH391/Y|,Livvyy Ewart,lewartrg@edu.com,Masculino,103
bfaltinrh,kM992LOI,Bobina Faltin,bfaltinrh@edu.com,Femenino,21
dcouttsri,gG6991.M1ooW',Danila Coutts,dcouttsri@edu.com,Femenino,57
gstaversrj,qK446/BDo,Gale Stavers,gstaversrj@edu.com,Femenino,95
nbithanyrk,eZ660uWq,Nappie Bithany,nbithanyrk@edu.com,Masculino,87
drentollrl,dE4942>ucqn7}',Devi Rentoll,drentollrl@edu.com,Masculino,49
telcumrm,tD538nPVO,Tedi Elcum,telcumrm@edu.com,Masculino,28
bbarnshawrn,qQ67414{,Brena Barnshaw,bbarnshawrn@edu.com,Masculino,65
drisebrowro,xW773w?@i}5xr,Diana Risebrow,drisebrowro@edu.com,Femenino,19
rdomelawrp,xB8171A<+B%@46H,Ruby Domelaw,rdomelawrp@edu.com,Femenino,101
mhallanrq,nH789Akp~pk,Marjory Hallan,mhallanrq@edu.com,Masculino,6
"twerndlyrr,""mI731b|<vee,4"",Towney Werndly,twerndlyrr@edu.com,Masculino,80"
