usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
dmacnairi5,clu10x*G,Dela MacNair,dmacnairi5@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jhobgeni6,kva28zgCFi,Jacquenette Hobgen,jhobgeni6@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mclicki7,erz60T!,Maje Click,mclicki7@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
abrownsmithi8,ycw88!E,Adeline Brownsmith,abrownsmithi8@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
sparmani9,gjw44Agy.,Starlene Parman,sparmani9@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ptunesiia,inl25Pr,Patten Tunesi,ptunesiia@edu.com,Portugal,No,Femenino,Soltero,No,No,No,9.0
vgamlenib,nvl75,Vita Gamlen,vgamlenib@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ddeic,"ymk48FmX,",Dolly de Tocqueville,ddeic@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
ksouthernid,tpd487H,Kinsley Southern,ksouthernid@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
asowreyie,uob66s8,Addy Sowrey,asowreyie@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
sbisetif,wai827V`O,Sari Biset,sbisetif@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ashafierig,ola44rJ,Ardenia Shafier,ashafierig@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
jblewittih,igi31r'nn,Janessa Blewitt,jblewittih@edu.com,Dinamarca,No,Femenino,Soltero,No,Si,Si,3.0
psimekii,zhb52eC,Penelopa Simek,psimekii@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,6.0
gcudij,cnx81@M&,Glen Cud,gcudij@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rpfaffeik,hnl67}i,Rahel Pfaffe,rpfaffeik@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
kstrathearnil,gre46fK,Kirstin Strathearn,kstrathearnil@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
vdumbletonim,brd75B,Vanny Dumbleton,vdumbletonim@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
pkilmisterin,dyr33YM6)t,Peg Kilmister,pkilmisterin@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
aradouxio,ejf568Rl.,Aldo Radoux,aradouxio@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
dfootittip,eom74pi7HG,Dela Footitt,dfootittip@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
vgonzaloiq,stq027,Veradis Gonzalo,vgonzaloiq@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
achelsomir,nyx87Y9,Alonso Chelsom,achelsomir@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jdorracottis,kyd99'd|s,Julian Dorracott,jdorracottis@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
mormondit,ssb39XItd,Matelda Ormond,mormondit@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jbeattieiu,pcl85lL,Jewel Beattie,jbeattieiu@edu.com,Portugal,No,Masculino,Casado,Si,No,No,0.0
kmilbourniv,nwn98A9%6,Kevina Milbourn,kmilbourniv@edu.com,Brasil,No,Femenino,Soltero,No,Si,Si,0.0
jmacpeiceiw,hzx46,Jodee MacPeice,jmacpeiceiw@edu.com,Brasil,No,Femenino,Soltero,No,No,Si,3.0
fjostix,kjg83fLU,Florenza Jost,fjostix@edu.com,Brasil,No,Femenino,Soltero,Si,Si,No,0.0
edilrewiy,mwe33cIy,Elisha Dilrew,edilrewiy@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,0.0
sransomeiz,"tbv00""7!",Steffane Ransome,sransomeiz@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,0.0
nmingauldj0,off60,Neile Mingauld,nmingauldj0@edu.com,Portugal,No,Masculino,Divorciado,No,No,No,0.0
spomphreyj1,ovo40eL'yQ,Stanford Pomphrey,spomphreyj1@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
dolennikovj2,qrr36(}{La,Dillon Olennikov,dolennikovj2@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
eantoniouj3,eqn20p',Elfie Antoniou,eantoniouj3@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
episcoj4,nsk62|\,Earle Pisco,episcoj4@edu.com,Portugal,No,Masculino,Viudo,No,No,No,0.0
fgraylingj5,amo010!,Forester Grayling,fgraylingj5@edu.com,Portugal,No,Masculino,Divorciado,Si,No,No,3.0
squartleyj6,ixt38#f,Sibylla Quartley,squartleyj6@edu.com,Portugal,No,Masculino,Divorciado,No,No,No,0.0
dmencej7,owi95E}fhR,Domingo Mence,dmencej7@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
tcaressj8,pbl67d,Tara Caress,tcaressj8@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
atramelj9,mbv58gdj}2,Atalanta Tramel,atramelj9@edu.com,Brasil,No,Masculino,Soltero,Si,No,No,2.0
amceneryja,evp68A~s,Angele McEnery,amceneryja@edu.com,Portugal,No,Masculino,Casado,No,No,Si,6.0
rvedekhovjb,wol54~z7pW,Riva Vedekhov,rvedekhovjb@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,3.0
rscheffeljc,rkn45JejKf,Ruprecht Scheffel,rscheffeljc@edu.com,Portugal,No,Masculino,Casado,No,No,Si,2.0
rpierrojd,gba11z),Roxanne Pierro,rpierrojd@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
jdasje,kbi60P,Joana Das,jdasje@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
slenchenkojf,yjx20)*,Sinclare Lenchenko,slenchenkojf@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
