nombreCurso,grupo,profesor,nota,periodo,nombreEstudiante,correoEstudiante
Innovacion y Emprendimiento,1,Florance Simoens,1.5,2023-3,Vanny Morey,vmorey3q@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,1.5,2023-3,Wilmar Arnoldi,warnoldi3r@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,1.7,2021-1,Rosanna Beric,rberic3s@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,1.7,2021-1,Fairfax Jay,fjay3t@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,1.7,2021-1,Chloe Willmett,cwillmett3u@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,1.7,2021-1,Sheffy FitzAlan,sfitzalan3v@edu.com
Ingles 4,1,Whitman Laurent,1.9,2023-1,Gunar Burth,gburth3w@edu.com
Ingles 4,1,Whitman Laurent,1.9,2023-1,Barth Alchin,balchin3x@edu.com
Ingles 4,1,Whitman Laurent,1.9,2023-1,Paxon Steventon,psteventon3y@edu.com
Ingles 4,1,Whitman Laurent,1.9,2023-1,Libbie Worsam,lworsam3z@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,3.3,2021-3,Phyllys Willford,pwillford40@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,3.3,2021-3,Candace Bruyett,cbruyett41@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,3.3,2021-3,Dael Imesen,dimesen42@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,3.3,2021-3,Bjorn Eberdt,beberdt43@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,1.3,2022-3,Hadleigh Blaschek,hblaschek44@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,1.3,2022-3,Corty Nyssen,cnyssen45@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,1.3,2022-3,Bevvy Rafe,brafe46@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,1.3,2022-3,Isidore Dimitresco,idimitresco47@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.3,2021-1,Hillyer Disley,hdisley48@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.3,2021-1,Stevy Konig,skonig49@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.3,2021-1,Ravid Cancellieri,rcancellieri4a@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.3,2021-1,Kimbell Scranedge,kscranedge4b@edu.com
Calculo 1,2,Cordula Dugget,2.0,2023-3,Eddie Semark,esemark4c@edu.com
Calculo 1,2,Cordula Dugget,2.0,2023-3,Ivory Bosquet,ibosquet4d@edu.com
Calculo 1,2,Cordula Dugget,2.0,2023-3,Cookie Melsome,cmelsome4e@edu.com
Calculo 1,2,Cordula Dugget,2.0,2023-3,Edyth Tolchar,etolchar4f@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,3.6,2023-3,Cordy Smithe,csmithe4g@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,3.6,2023-3,Fenelia Hinrich,fhinrich4h@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,3.6,2023-3,Jens Shillitto,jshillitto4i@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,3.6,2023-3,Packston Siely,psiely4j@edu.com
Ingles 1,2,Waldemar Tandey,0.6,2023-1,Harriett Jans,hjans4k@edu.com
Ingles 1,2,Waldemar Tandey,0.6,2023-1,Merwin Yorke,myorke4l@edu.com
Ingles 1,2,Waldemar Tandey,0.6,2023-1,Olva Frango,ofrango4m@edu.com
Ingles 1,2,Waldemar Tandey,0.6,2023-1,Roxanna Cary,rcary4n@edu.com
Calculo 2,1,Norrie Yarrington,3.0,2021-3,Lorettalorna Napoli,lnapoli4o@edu.com
Calculo 2,1,Norrie Yarrington,3.0,2021-3,Lowell Elcox,lelcox4p@edu.com
Calculo 2,1,Norrie Yarrington,3.0,2021-3,Alard Spilisy,aspilisy4q@edu.com
Calculo 2,1,Norrie Yarrington,3.0,2021-3,Arielle Finch,afinch4r@edu.com
Ingles 1,3,Johan Learmond,2.0,2021-1,Mead Retallack,mretallack4s@edu.com
Ingles 1,3,Johan Learmond,2.0,2021-1,Krysta Plows,kplows4t@edu.com
Ingles 1,3,Johan Learmond,2.0,2021-1,Pen Troni,ptroni4u@edu.com
Ingles 1,3,Johan Learmond,2.0,2021-1,Mirilla Frangleton,mfrangleton4v@edu.com
Almacenamiento de datos,2,Shawn Couronne,0.5,2022-3,Priscella Pover,ppover4w@edu.com
Almacenamiento de datos,2,Shawn Couronne,0.5,2022-3,Saw Teape,steape4x@edu.com
Almacenamiento de datos,2,Shawn Couronne,0.5,2022-3,Arin de Lloyd,ade4y@edu.com
Almacenamiento de datos,2,Shawn Couronne,0.5,2022-3,Leif McCraine,lmccraine4z@edu.com
Algebra lineal,1,Hynda Van Velde,1.6,2021-1,Maxine Boraston,mboraston50@edu.com
Algebra lineal,1,Hynda Van Velde,1.6,2021-1,Marla Girodias,mgirodias51@edu.com
Algebra lineal,1,Hynda Van Velde,1.6,2021-1,Chet Rodriguez,crodriguez52@edu.com
Algebra lineal,1,Hynda Van Velde,1.6,2021-1,Webster Kirkland,wkirkland53@edu.com
Calculo 2,1,Norrie Yarrington,0.7,2023-3,Charley Insoll,cinsoll54@edu.com
Calculo 2,1,Norrie Yarrington,0.7,2023-3,Cart Stradling,cstradling55@edu.com
Calculo 2,1,Norrie Yarrington,0.7,2023-3,Darbee Trevarthen,dtrevarthen56@edu.com
Calculo 2,1,Norrie Yarrington,0.7,2023-3,Franciskus Brixey,fbrixey57@edu.com
ETL (Extraccion,1,Sisile Raspin,4.8,2021-3,Yurik Fulep,yfulep58@edu.com
ETL (Extraccion,1,Sisile Raspin,4.8,2021-3,Haroun Kort,hkort59@edu.com
ETL (Extraccion,1,Sisile Raspin,4.8,2021-3,Lindsy Garment,lgarment5a@edu.com
ETL (Extraccion,1,Sisile Raspin,4.8,2021-3,Olvan Sewards,osewards5b@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.6,2023-3,Aluino Brittles,abrittles5c@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.6,2023-3,Keene Wordley,kwordley5d@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.6,2023-3,Herbie Dennistoun,hdennistoun5e@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.6,2023-3,Jackelyn Vlies,jvlies5f@edu.com
Ingles 1,3,Johan Learmond,1.4,2023-1,Constantina Murkitt,cmurkitt5g@edu.com
Ingles 1,3,Johan Learmond,1.4,2023-1,Mikael Filoniere,mfiloniere5h@edu.com
Ingles 1,3,Johan Learmond,1.4,2023-1,Bealle Tregale,btregale5i@edu.com
Ingles 1,3,Johan Learmond,1.4,2023-1,Dominik De Atta,dde5j@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.4,2021-3,Carolyne Cyphus,ccyphus5k@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.4,2021-3,Binky Wheatley,bwheatley5l@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.4,2021-3,Kori Leah,kleah5m@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.4,2021-3,Katherine Jefferys,kjefferys5n@edu.com
Calculo 1,3,Violante Hartin,3.2,2022-3,Rich Davydkov,rdavydkov5o@edu.com
Calculo 1,3,Violante Hartin,3.2,2022-3,Kory Pothecary,kpothecary5p@edu.com
Calculo 1,3,Violante Hartin,3.2,2022-3,Ellette Santer,esanter5q@edu.com
Calculo 1,3,Violante Hartin,3.2,2022-3,Allie Dyott,adyott5r@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.4,2021-1,Roosevelt Brighty,rbrighty5s@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.4,2021-1,Heidi Dimeloe,hdimeloe5t@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.4,2021-1,Joscelin Diggens,jdiggens5u@edu.com
Electiva Profesional 1,1,Juliane Bafford,1.4,2021-1,Nickie Firebrace,nfirebrace5v@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2022-3,Carlo Hooban,chooban5w@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2022-3,Alvan Crowest,acrowest5x@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2022-3,Hillary Tejero,htejero5y@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2022-3,Carolina Redmile,credmile5z@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,4.2,2023-1,Bonnie Reolfi,breolfi60@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,4.2,2023-1,Kurt Glasspool,kglasspool61@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,4.2,2023-1,Lucine Fieldhouse,lfieldhouse62@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,4.2,2023-1,Renell Kasper,rkasper63@edu.com
ETL (Extraccion,3,Melba O'Leary,3.6,2023-3,Diena Verman,dverman64@edu.com
ETL (Extraccion,3,Melba O'Leary,3.6,2023-3,Helen-elizabeth Von Helmholtz,hvon65@edu.com
ETL (Extraccion,3,Melba O'Leary,3.6,2023-3,Dulcie Kissick,dkissick66@edu.com
ETL (Extraccion,3,Melba O'Leary,3.6,2023-3,Joeann Yankeev,jyankeev67@edu.com
Ingles 1,2,Waldemar Tandey,2.6,2022-1,Cash Melloy,cmelloy68@edu.com
Ingles 1,2,Waldemar Tandey,2.6,2022-1,Hedda Antonich,hantonich69@edu.com
Ingles 1,2,Waldemar Tandey,2.6,2022-1,Randa Dagnall,rdagnall6a@edu.com
Ingles 1,2,Waldemar Tandey,2.6,2022-1,Pegeen Treadger,ptreadger6b@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.6,2021-3,Christy Gandrich,cgandrich6c@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.6,2021-3,Cybill O'Connolly,coconnolly6d@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.6,2021-3,Foster Francisco,ffrancisco6e@edu.com
Estadistica y Probabilidad II,3,Barri Skipsea,2.6,2021-3,Tandie Davion,tdavion6f@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,4.2,2021-3,Nannette Halwill,nhalwill6g@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,4.2,2021-3,Corabel Brunning,cbrunning6h@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,4.2,2021-3,Thornie Dunlop,tdunlop6i@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,4.2,2021-3,Adelind Crossby,acrossby6j@edu.com
Ingles 1,1,Falkner Brettell,2.8,2023-1,Pietrek Matignon,pmatignon6k@edu.com
Ingles 1,1,Falkner Brettell,2.8,2023-1,Greg Hazeldene,ghazeldene6l@edu.com
Ingles 1,1,Falkner Brettell,2.8,2023-1,Luce Davydzenko,ldavydzenko6m@edu.com
Ingles 1,1,Falkner Brettell,2.8,2023-1,Jacinta Buckler,jbuckler6n@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.6,2023-3,Jeniffer Ewols,jewols6o@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.6,2023-3,Helena Coldwell,hcoldwell6p@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.6,2023-3,Hallsy Lahive,hlahive6q@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.6,2023-3,Ernesta Halsall,ehalsall6r@edu.com
Transformacion y Carga),2,Clem Branni,1.6,2021-3,Lonnie Fandrey,lfandrey6s@edu.com
Transformacion y Carga),2,Clem Branni,1.6,2021-3,Wandis Barrat,wbarrat6t@edu.com
Transformacion y Carga),2,Clem Branni,1.6,2021-3,Zane Gylle,zgylle6u@edu.com
Transformacion y Carga),2,Clem Branni,1.6,2021-3,Gage Blakeston,gblakeston6v@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.2,2021-3,Merralee Thatcham,mthatcham6w@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.2,2021-3,Debora Gorstidge,dgorstidge6x@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.2,2021-3,Fletcher Domokos,fdomokos6y@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,3.2,2021-3,Raquel Frayling,rfrayling6z@edu.com
Inteligencia Artificial,2,Obediah Worland,2.1,2023-1,Gasparo Notman,gnotman70@edu.com
Inteligencia Artificial,2,Obediah Worland,2.1,2023-1,Darin Klemps,dklemps71@edu.com
Inteligencia Artificial,2,Obediah Worland,2.1,2023-1,Deeanne McKeag,dmckeag72@edu.com
Inteligencia Artificial,2,Obediah Worland,2.1,2023-1,Ainsley Hixson,ahixson73@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,4.4,2021-1,Lory Raysdale,lraysdale74@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,4.4,2021-1,Helenka De Ambrosi,hde75@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,4.4,2021-1,Urson Towhey,utowhey76@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,4.4,2021-1,Kordula Scudders,kscudders77@edu.com
Algebra lineal,3,Amby Smaile,3.7,2023-1,Mata Foulsham,mfoulsham78@edu.com
Algebra lineal,3,Amby Smaile,3.7,2023-1,Julie Labden,jlabden79@edu.com
Algebra lineal,3,Amby Smaile,3.7,2023-1,Farrand Foldes,ffoldes7a@edu.com
Algebra lineal,3,Amby Smaile,3.7,2023-1,Fritz Rootham,frootham7b@edu.com
Ingles 1,3,Johan Learmond,3.2,2021-3,Oliviero Fonte,ofonte7c@edu.com
Ingles 1,3,Johan Learmond,3.2,2021-3,Gerhardt Presdee,gpresdee7d@edu.com
Ingles 1,3,Johan Learmond,3.2,2021-3,Christye Mollon,cmollon7e@edu.com
Ingles 1,3,Johan Learmond,3.2,2021-3,Bowie Paling,bpaling7f@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,3.3,2023-1,Karie Mattis,kmattis7g@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,3.3,2023-1,Adolph Ravel,aravel7h@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,3.3,2023-1,Garey Chomiszewski,gchomiszewski7i@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,3.3,2023-1,Meridel Ginnaly,mginnaly7j@edu.com
Sistemas Operativos,3,Martin Coldman,2.5,2021-3,Candice Lanktree,clanktree7k@edu.com
Sistemas Operativos,3,Martin Coldman,2.5,2021-3,Hermia Comley,hcomley7l@edu.com
Sistemas Operativos,3,Martin Coldman,2.5,2021-3,Sophie Puddicombe,spuddicombe7m@edu.com
Sistemas Operativos,3,Martin Coldman,2.5,2021-3,Rozalie Jurewicz,rjurewicz7n@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,0.8,2021-1,Barb Grestie,bgrestie7o@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,0.8,2021-1,Darla Sheivels,dsheivels7p@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,0.8,2021-1,Cathlene Limpricht,climpricht7q@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,0.8,2021-1,Kendricks Cumberbatch,kcumberbatch7r@edu.com
Calculo 1,2,Cordula Dugget,4.4,2022-3,Halie Evens,hevens7s@edu.com
Calculo 1,2,Cordula Dugget,4.4,2022-3,Cullan Tiery,ctiery7t@edu.com
Calculo 1,2,Cordula Dugget,4.4,2022-3,Dinny Rhymer,drhymer7u@edu.com
Calculo 1,2,Cordula Dugget,4.4,2022-3,Elden Attlee,eattlee7v@edu.com
Calculo 1,3,Violante Hartin,4.0,2022-1,Christopher Pentland,cpentland7w@edu.com
Calculo 1,3,Violante Hartin,4.0,2022-1,Daffi Hartley,dhartley7x@edu.com
Calculo 1,3,Violante Hartin,4.0,2022-1,Elene Gammons,egammons7y@edu.com
Calculo 1,3,Violante Hartin,4.0,2022-1,Smith Connar,sconnar7z@edu.com
Electiva Profesional 2,1,Raimundo Lonsdale,0.6,2023-3,Essie Issatt,eissatt80@edu.com
Electiva Profesional 2,1,Raimundo Lonsdale,0.6,2023-3,Teodorico Della Scala,tdella81@edu.com
Electiva Profesional 2,1,Raimundo Lonsdale,0.6,2023-3,Perla Rikkard,prikkard82@edu.com
Electiva Profesional 2,1,Raimundo Lonsdale,0.6,2023-3,Devland Ackwood,dackwood83@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.2,2022-3,Mady Clifforth,mclifforth84@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.2,2022-3,Byran Berr,bberr85@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.2,2022-3,Nicoli Olyet,nolyet86@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.2,2022-3,Susanetta Noice,snoice87@edu.com
Calculo 2,1,Norrie Yarrington,3.1,2022-1,Hyacintha Mitskevich,hmitskevich88@edu.com
Calculo 2,1,Norrie Yarrington,3.1,2022-1,Siobhan Gitting,sgitting89@edu.com
Calculo 2,1,Norrie Yarrington,3.1,2022-1,Andy Stillert,astillert8a@edu.com
Calculo 2,1,Norrie Yarrington,3.1,2022-1,Basilius Raysdale,braysdale8b@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.8,2023-3,Gwenneth Beddow,gbeddow0@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.8,2023-3,Ketti Pitcaithley,kpitcaithley1@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.8,2023-3,Shea Goreisr,sgoreisr2@edu.com
Legislacion y Etica en el Manejo de Datos,2,Verine Pemble,1.8,2023-3,Lina Wittering,lwittering3@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,0.0,2022-1,Nicolais Cristofor,ncristofor4@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,0.0,2022-1,Xylina Digweed,xdigweed5@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,0.0,2022-1,Annabella Shimoni,ashimoni6@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,0.0,2022-1,Aleen Ever,aever7@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,1.8,2022-1,Cherice Harbertson,charbertson8@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,1.8,2022-1,Livia Fluit,lfluit9@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,1.8,2022-1,Thomasa Pontain,tpontaina@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,1.8,2022-1,Phedra Cusack,pcusackb@edu.com
Electiva Libre I,2,Simeon Creser,2.9,2023-1,Shelton Dunlea,sdunleac@edu.com
Electiva Libre I,2,Simeon Creser,2.9,2023-1,Anthiathia Hedge,ahedged@edu.com
Electiva Libre I,2,Simeon Creser,2.9,2023-1,Pearline Morriss,pmorrisse@edu.com
Electiva Libre I,2,Simeon Creser,2.9,2023-1,Johna Knibb,jknibbf@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2023-1,Korry Rizzillo,krizzillog@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2023-1,Dee Verbeke,dverbekeh@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2023-1,Irving McCuis,imccuisi@edu.com
Redes e Infraestructura,3,Fulvia Gravells,3.9,2023-1,Kacy Reynolds,kreynoldsj@edu.com
Calculo 1,1,Alexandre Alvy,2.0,2022-3,Thain Dybbe,tdybbek@edu.com
Calculo 1,1,Alexandre Alvy,2.0,2022-3,Daniele Fairclough,dfaircloughl@edu.com
Calculo 1,1,Alexandre Alvy,2.0,2022-3,Sibelle Wannop,swannopm@edu.com
Calculo 1,1,Alexandre Alvy,2.0,2022-3,Karleen Pattison,kpattisonn@edu.com
Sistemas Operativos,2,Luciana Files,4.5,2022-3,Consuela Snel,csnelo@edu.com
Sistemas Operativos,2,Luciana Files,4.5,2022-3,Sherie Balfre,sbalfrep@edu.com
Sistemas Operativos,2,Luciana Files,4.5,2022-3,Enrique Newrick,enewrickq@edu.com
Sistemas Operativos,2,Luciana Files,4.5,2022-3,Marwin McGeorge,mmcgeorger@edu.com
Almacenamiento de datos,3,Carita Grandin,4.5,2023-1,Amelia Curd,acurds@edu.com
Almacenamiento de datos,3,Carita Grandin,4.5,2023-1,Dianna Andor,dandort@edu.com
Almacenamiento de datos,3,Carita Grandin,4.5,2023-1,Tremain Bambrough,tbambroughu@edu.com
Almacenamiento de datos,3,Carita Grandin,4.5,2023-1,Cullie Beadell,cbeadellv@edu.com
Ingles 5,1,Reynold Wolstencroft,1.8,2022-3,Rikki Dederick,rdederickw@edu.com
Ingles 5,1,Reynold Wolstencroft,1.8,2022-3,Linet Yockley,lyockleyx@edu.com
Ingles 5,1,Reynold Wolstencroft,1.8,2022-3,Jacquelynn Ferreira,jferreiray@edu.com
Ingles 5,1,Reynold Wolstencroft,1.8,2022-3,Chariot Probart,cprobartz@edu.com
Ingles 2,1,Rudd Giff,1.0,2022-3,Gwyneth Holleworth,gholleworth10@edu.com
Ingles 2,1,Rudd Giff,1.0,2022-3,Quill Bernardini,qbernardini11@edu.com
Ingles 2,1,Rudd Giff,1.0,2022-3,Sigismond Farebrother,sfarebrother12@edu.com
Ingles 2,1,Rudd Giff,1.0,2022-3,Blondell Chrstine,bchrstine13@edu.com
Analitica de Datos,3,Rosalinde Warbey,4.0,2023-3,Egbert Lumox,elumox14@edu.com
Analitica de Datos,3,Rosalinde Warbey,4.0,2023-3,Ody Devote,odevote15@edu.com
Analitica de Datos,3,Rosalinde Warbey,4.0,2023-3,Lonnard Thomason,lthomason16@edu.com
Analitica de Datos,3,Rosalinde Warbey,4.0,2023-3,Nickie Zammett,nzammett17@edu.com
Algebra lineal,1,Hynda Van Velde,3.1,2023-1,Ainslee Senescall,asenescall18@edu.com
Algebra lineal,1,Hynda Van Velde,3.1,2023-1,Clint Clemo,cclemo19@edu.com
Algebra lineal,1,Hynda Van Velde,3.1,2023-1,Shelagh Sandry,ssandry1a@edu.com
Algebra lineal,1,Hynda Van Velde,3.1,2023-1,Lamont Lemary,llemary1b@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.9,2023-3,Ceil Mulholland,cmulholland1c@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.9,2023-3,Claudetta Eard,ceard1d@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.9,2023-3,Zebadiah Bartlam,zbartlam1e@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,4.9,2023-3,Tom Huggin,thuggin1f@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.6,2023-1,Quinta Pointer,qpointer1g@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.6,2023-1,Rosco Swadlin,rswadlin1h@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.6,2023-1,Myranda Itzig,mitzig1i@edu.com
Electiva de Lectura y Escritura,2,Lenka Do Rosario,0.6,2023-1,Shandie Bearsmore,sbearsmore1j@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.6,2021-3,Klarrisa Gallgher,kgallgher1k@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.6,2021-3,Linnea Ritchley,lritchley1l@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.6,2021-3,Jania Berrisford,jberrisford1m@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.6,2021-3,Cherish Vannet,cvannet1n@edu.com
Ingles 2,3,Teodoro Giorgeschi,4.2,2022-3,Fara Urry,furry1o@edu.com
Ingles 2,3,Teodoro Giorgeschi,4.2,2022-3,Leopold Frisby,lfrisby1p@edu.com
Ingles 2,3,Teodoro Giorgeschi,4.2,2022-3,Reggi MacPeice,rmacpeice1q@edu.com
Ingles 2,3,Teodoro Giorgeschi,4.2,2022-3,Lemar Ellen,lellen1r@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,4.3,2021-3,Francine Varker,fvarker1s@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,4.3,2021-3,Eolanda Hall,ehall1t@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,4.3,2021-3,Jakob Seary,jseary1u@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,4.3,2021-3,Dora Gandey,dgandey1v@edu.com
Ingles 2,1,Rudd Giff,4.3,2023-1,Jimmy Halbert,jhalbert1w@edu.com
Ingles 2,1,Rudd Giff,4.3,2023-1,Silvanus Aristide,saristide1x@edu.com
Ingles 2,1,Rudd Giff,4.3,2023-1,Amery Duerden,aduerden1y@edu.com
Ingles 2,1,Rudd Giff,4.3,2023-1,Thorpe Breacher,tbreacher1z@edu.com
Inteligencia Artificial,2,Obediah Worland,3.2,2023-1,Ogden Calender,ocalender20@edu.com
Inteligencia Artificial,2,Obediah Worland,3.2,2023-1,Maximilian Carah,mcarah21@edu.com
Inteligencia Artificial,2,Obediah Worland,3.2,2023-1,Loise Regina,lregina22@edu.com
Inteligencia Artificial,2,Obediah Worland,3.2,2023-1,Sharity Pealing,spealing23@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,3.7,2022-1,See Boatswain,sboatswain24@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,3.7,2022-1,Kayne Gallahue,kgallahue25@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,3.7,2022-1,Tansy McEvay,tmcevay26@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,3.7,2022-1,Olivero Tourner,otourner27@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.7,2021-3,Dacy Dyshart,ddyshart28@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.7,2021-3,Cherida Bartolomeazzi,cbartolomeazzi29@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.7,2021-3,Myron Dyke,mdyke2a@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,4.7,2021-3,Colver McLarty,cmclarty2b@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.8,2023-3,Deborah Zouch,dzouch2c@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.8,2023-3,Pascale Demead,pdemead2d@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.8,2023-3,Pascal Metschke,pmetschke2e@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.8,2023-3,Shandie Lanmeid,slanmeid2f@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,4.0,2021-3,Rodolfo De Bruyn,rde2g@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,4.0,2021-3,Candis Hapke,chapke2h@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,4.0,2021-3,Karleen Sproson,ksproson2i@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,4.0,2021-3,Danita Scotney,dscotney2j@edu.com
Calculo 1,3,Violante Hartin,1.5,2022-1,Lauralee Yearby,lyearby2k@edu.com
Calculo 1,3,Violante Hartin,1.5,2022-1,Alfie Lyttle,alyttle2l@edu.com
Calculo 1,3,Violante Hartin,1.5,2022-1,Padgett Fiander,pfiander2m@edu.com
